"asc_bus","asc_air","asc_rail","asc_bus_shift_female","asc_air_shift_female","asc_rail_shift_female","b_tt_car","b_tt_bus","b_tt_air","b_tt_rail","b_tt_shift_business","b_access","b_cost","b_cost_shift_business","cost_income_elast","b_wifi","b_food","mu_SP","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-9366.88060848349
-0.264492511875265,-0.00995459226563677,0.0740810062626384,-0.230835084822796,-0.00427294011344972,0.0605577326998982,0.000205297234919453,-0.000726002146518147,-9.41368648282213e-05,0.00051911654958219,-0.000848873728027412,-0.000983787729077793,-0.000811518960498619,0.00288519878646873,0,0.0847271794499435,0.0365617761380945,1,-8119.16380301782
-0.494716879304825,-0.0317457380190127,0.115244852404076,-0.35191342410629,-0.0160474630836098,0.0800441466979679,0.000340236493095936,-0.00139783825087619,-0.000329400180410438,0.000822084293900327,-0.00217314290999032,-0.0020735624228189,-0.00464437682119093,0.00511822795368903,-1.88266923168798,0.169232577306887,0.0456773311468317,1.40906317308189,-7058.75566908054
-0.870914967888715,0.0237416429764903,0.0639242512689627,0.0488645009072362,0.115635296365267,0.0602511955355777,-0.000197791149958734,-0.00286242196374905,-0.000144208778745148,0.000482177808692806,-0.00530264331484231,-0.00536457556612352,-0.0161907943643398,0.00653624756862516,-2.03365749379104,0.44393081441467,0.121611357740208,1.91454827814958,-6585.91488375045
-0.763768182078324,-0.075889631319492,-0.207491921421028,0.120944679984729,0.0880162410002414,0.0682786133196401,-0.00229777406159516,-0.00384001475937839,-0.00292245448580814,-0.00171309474407252,-0.00321568420205334,-0.00633059143215582,-0.0218871412163086,0.010121709295696,-1.30142711991626,0.355991871891668,0.12720632870283,2.31705497638391,-6080.07406045687
-0.109769562398498,-0.475720396850399,-0.792105499051567,0.161336923628354,0.121012399011322,0.0901951783461527,-0.00558923040179724,-0.00917338368730575,-0.00655798625299675,-0.00366519499585432,-0.00283087204049621,-0.00844452893814872,-0.035728035161122,0.0177835855272569,-0.646333712183215,0.484115084441847,0.193903851135876,2.13524844003448,-5816.39214395377
0.12209574978595,-0.413737206024475,-0.947919241014431,0.170666184211863,0.136854992714657,0.0990100081937716,-0.00630654813134652,-0.0103988429940436,-0.00829527368547063,-0.00388700135069662,-0.00319110244183364,-0.0102340656526119,-0.0379403798374352,0.016390792258921,-0.619000491420627,0.524051881307791,0.219454488258898,1.98852306920934,-5802.94178605683
0.131496109401494,-0.390155280751732,-0.971575443830561,0.181379107580188,0.134513194265766,0.0980073494304801,-0.00640631840143635,-0.0105157018306374,-0.00866661025586479,-0.00384283820694989,-0.00317892567586756,-0.010551714340817,-0.0382607161577519,0.016766539059804,-0.612683062715555,0.522550749018757,0.21948189027728,1.99468156088691,-5802.65281914834
0.125318017536487,-0.395043617719188,-0.977158202367652,0.181294325972655,0.13457969015662,0.0982716406500924,-0.00642000851305559,-0.0105042022162776,-0.00866544078000029,-0.00384035009939493,-0.00320052489827863,-0.0105423237845856,-0.038230960120256,0.0166460346091181,-0.613196716640355,0.523251569531283,0.220073844763711,1.99456007235885,-5802.64406164146
0.125054302111132,-0.395725758214047,-0.978395894146169,0.181377505200458,0.134510959965791,0.0981938110715265,-0.00642385830936603,-0.0105073665631588,-0.00866871872036625,-0.003838001718009,-0.00320132318475277,-0.0105457380827216,-0.0382368562583454,0.0166641387900496,-0.613115878233017,0.523107087395098,0.220056952196424,1.9946848779031,-5802.64359809369
0.124863798535611,-0.396021277884974,-0.978594900557018,0.181337707539783,0.134509433297568,0.0981949066598206,-0.00642430143229264,-0.0105067499074544,-0.00866773563002696,-0.00383806584188271,-0.00320270137025342,-0.0105452000444654,-0.0382338093360452,0.0166558981710416,-0.613150655799889,0.523130958919683,0.220072253585981,1.99473980318661,-5802.64357112581
0.1248376787106,-0.396073250883916,-0.978678764137396,0.181342246612032,0.134504983222201,0.0981890076261425,-0.00642451768162726,-0.0105069041795538,-0.00866782039293745,-0.00383786005575341,-0.00320275060658794,-0.0105453037453238,-0.0382341154039739,0.0166570873899136,-0.613147655192363,0.523122424486172,0.220073075001429,1.99473948823678,-5802.64356949908
0.124830089308098,-0.396088245630345,-0.978686595864686,0.181339359779478,0.134504527237018,0.098188773193295,-0.00642453867137019,-0.0105068723263773,-0.00866776690198473,-0.0038378764002688,-0.00320283614178172,-0.0105452918226501,-0.0382339315971338,0.01665655847978,-0.613149706184193,0.523123794451372,0.2200735040536,1.99474379426411,-5802.64356939887
0.124830089308098,-0.396088245630345,-0.978686595864686,0.181339359779478,0.134504527237018,0.098188773193295,-0.00642453867137019,-0.0105068723263773,-0.00866776690198473,-0.0038378764002688,-0.00320283614178172,-0.0105452918226501,-0.0382339315971338,0.01665655847978,-0.613149706184193,0.523123794451372,0.2200735040536,1.99474379426411,-5802.64356939887
0.12482817948629,-0.396091665376601,-0.978692129187585,0.181339675109408,0.134504262613268,0.0981883991203884,-0.00642455156248404,-0.0105068808798462,-0.00866777000637184,-0.00383786130434209,-0.00320283791710467,-0.0105452937459227,-0.0382339503234241,0.0166566406841866,-0.613149537980608,0.523123276249673,0.220073641344418,1.99474351332061,-5802.64356939265
